tabulistlen,neighborhoodsExplored,nonTabuNeighborhoodsExplored,betterNonTabuNeighborhoodsExplored,worseNonTabuNeighborhoodsExplored,tabuNeighborhoodsExplored,legalNeighborhoodsExplored,betterLegalNeighborhoodsExplored,worseLegalNeighborhoodsExplored,start,end,duration,cost,costWithPenalty,penalty,softConstraintViolations
0,71860734,71860734,131681,71729053,0,8455752,0,8455752,Sat Jun 25 00:48:42 CEST 2011,Sat Jun 25 00:57:48 CEST 2011,545573,125519,125519.0,0.0,0
10,81430272,80937405,135382,80802023,492867,6423940,0,6423940,Sat Jun 25 00:57:48 CEST 2011,Sat Jun 25 01:09:06 CEST 2011,677923,124048,124048.0,0.0,0
20,93322350,92647347,149493,92497854,675003,6739961,0,6739961,Sat Jun 25 01:09:06 CEST 2011,Sat Jun 25 01:21:55 CEST 2011,769136,122667,122667.0,0.0,0
30,89064360,88373441,144276,88229165,690919,6043698,0,6043698,Sat Jun 25 01:21:56 CEST 2011,Sat Jun 25 01:34:52 CEST 2011,776321,124115,124115.0,0.0,0
40,123697134,122680687,198419,122482268,1016447,8248109,0,8248109,Sat Jun 25 01:34:52 CEST 2011,Sat Jun 25 01:53:33 CEST 2011,1120823,124971,124971.0,0.0,0
50,96954264,96171004,157286,96013718,783260,6493123,0,6493123,Sat Jun 25 01:53:33 CEST 2011,Sat Jun 25 02:09:14 CEST 2011,941412,122862,122862.0,0.0,0
60,100926144,100078816,164205,99914611,847328,6686280,0,6686280,Sat Jun 25 02:09:15 CEST 2011,Sat Jun 25 02:26:25 CEST 2011,1030642,123884,123884.0,0.0,0
70,113185116,112246757,184269,112062488,938359,7683690,0,7683690,Sat Jun 25 02:26:25 CEST 2011,Sat Jun 25 02:46:48 CEST 2011,1222982,121928,121928.0,0.0,0
80,132633864,131517055,214265,131302790,1116809,8850274,0,8850274,Sat Jun 25 02:46:49 CEST 2011,Sat Jun 25 03:11:59 CEST 2011,1510347,123224,123224.0,0.0,0
